"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00027502","BARROW AIRPORT, AK US","1933-04-06",,"10","1",
"USW00027502","BARROW AIRPORT, AK US","1933-04-07",,"15","-5",
"USW00027502","BARROW AIRPORT, AK US","1933-04-08",,"19","8",
"USW00027502","BARROW AIRPORT, AK US","1933-04-09",,"17","3",
"USW00027502","BARROW AIRPORT, AK US","1933-04-10",,"14","7",
"USW00027502","BARROW AIRPORT, AK US","1933-04-11",,"7","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-04-12",,"4","-3",
"USW00027502","BARROW AIRPORT, AK US","1933-04-13",,"8","0",
"USW00027502","BARROW AIRPORT, AK US","1933-04-14",,"8","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-04-15",,"7","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-04-16",,"3","-7",
"USW00027502","BARROW AIRPORT, AK US","1933-04-17",,"8","-13",
"USW00027502","BARROW AIRPORT, AK US","1933-04-18",,"9","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-04-19",,"9","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-04-20",,"8","-5",
"USW00027502","BARROW AIRPORT, AK US","1933-04-21",,"8","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-04-22",,"5","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-04-23",,"7","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-04-24",,"9","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-04-25",,"10","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-04-26",,"11","-3",
"USW00027502","BARROW AIRPORT, AK US","1933-04-27",,"12","1",
"USW00027502","BARROW AIRPORT, AK US","1933-04-28",,"10","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-04-29",,"12","-3",
"USW00027502","BARROW AIRPORT, AK US","1933-04-30",,"20","12",
"USW00027502","BARROW AIRPORT, AK US","1933-05-01",,"21","15",
"USW00027502","BARROW AIRPORT, AK US","1933-05-02",,"20","14",
"USW00027502","BARROW AIRPORT, AK US","1933-05-03",,"20","18",
"USW00027502","BARROW AIRPORT, AK US","1933-05-04",,"20","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-05",,"19","13",
"USW00027502","BARROW AIRPORT, AK US","1933-05-06",,"15","6",
"USW00027502","BARROW AIRPORT, AK US","1933-05-07",,"20","9",
"USW00027502","BARROW AIRPORT, AK US","1933-05-08",,"24","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-09",,"24","12",
"USW00027502","BARROW AIRPORT, AK US","1933-05-10",,"24","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-11",,"27","22",
"USW00027502","BARROW AIRPORT, AK US","1933-05-12",,"27","22",
"USW00027502","BARROW AIRPORT, AK US","1933-05-13",,"26","10",
"USW00027502","BARROW AIRPORT, AK US","1933-05-14",,"23","13",
"USW00027502","BARROW AIRPORT, AK US","1933-05-15",,"25","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-16",,"20","10",
"USW00027502","BARROW AIRPORT, AK US","1933-05-17",,"16","3",
"USW00027502","BARROW AIRPORT, AK US","1933-05-18",,"17","8",
"USW00027502","BARROW AIRPORT, AK US","1933-05-19",,"23","9",
"USW00027502","BARROW AIRPORT, AK US","1933-05-20",,"23","8",
"USW00027502","BARROW AIRPORT, AK US","1933-05-21",,"19","12",
"USW00027502","BARROW AIRPORT, AK US","1933-05-22",,"25","14",
"USW00027502","BARROW AIRPORT, AK US","1933-05-23",,"23","7",
"USW00027502","BARROW AIRPORT, AK US","1933-05-24",,"28","14",
"USW00027502","BARROW AIRPORT, AK US","1933-05-25",,"31","12",
"USW00027502","BARROW AIRPORT, AK US","1933-05-26",,"25","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-27",,"25","14",
"USW00027502","BARROW AIRPORT, AK US","1933-05-28",,"26","16",
"USW00027502","BARROW AIRPORT, AK US","1933-05-29",,"26","21",
"USW00027502","BARROW AIRPORT, AK US","1933-05-30",,"24","14",
"USW00027502","BARROW AIRPORT, AK US","1933-05-31",,"24","18",
"USW00027502","BARROW AIRPORT, AK US","1933-06-01",,"25","18",
"USW00027502","BARROW AIRPORT, AK US","1933-06-02",,"26","20",
"USW00027502","BARROW AIRPORT, AK US","1933-06-03",,"24","15",
"USW00027502","BARROW AIRPORT, AK US","1933-06-04",,"24","8",
"USW00027502","BARROW AIRPORT, AK US","1933-06-05",,"23","11",
"USW00027502","BARROW AIRPORT, AK US","1933-06-06",,"22","14",
"USW00027502","BARROW AIRPORT, AK US","1933-06-07",,"26","14",
"USW00027502","BARROW AIRPORT, AK US","1933-06-08",,"28","14",
"USW00027502","BARROW AIRPORT, AK US","1933-06-09",,"28","18",
"USW00027502","BARROW AIRPORT, AK US","1933-06-10",,"27","18",
"USW00027502","BARROW AIRPORT, AK US","1933-06-11",,"30","25",
"USW00027502","BARROW AIRPORT, AK US","1933-06-12",,"32","26",
"USW00027502","BARROW AIRPORT, AK US","1933-06-13",,"34","27",
"USW00027502","BARROW AIRPORT, AK US","1933-06-14",,"32","26",
"USW00027502","BARROW AIRPORT, AK US","1933-06-15",,"35","27",
"USW00027502","BARROW AIRPORT, AK US","1933-06-16",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1933-06-17",,"33","27",
"USW00027502","BARROW AIRPORT, AK US","1933-06-18",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","1933-06-19",,"39","26",
"USW00027502","BARROW AIRPORT, AK US","1933-06-20",,"42","35",
"USW00027502","BARROW AIRPORT, AK US","1933-06-21",,"45","37",
"USW00027502","BARROW AIRPORT, AK US","1933-06-22",,"46","36",
"USW00027502","BARROW AIRPORT, AK US","1933-06-23",,"47","37",
"USW00027502","BARROW AIRPORT, AK US","1933-06-24",,"47","39",
"USW00027502","BARROW AIRPORT, AK US","1933-06-25",,"50","35",
"USW00027502","BARROW AIRPORT, AK US","1933-06-26",,"54","33",
"USW00027502","BARROW AIRPORT, AK US","1933-06-27",,"43","34",
"USW00027502","BARROW AIRPORT, AK US","1933-06-28",,"51","36",
"USW00027502","BARROW AIRPORT, AK US","1933-06-29",,"55","37",
"USW00027502","BARROW AIRPORT, AK US","1933-06-30",,"37","29",
"USW00027502","BARROW AIRPORT, AK US","1933-07-01",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","1933-07-02",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-03",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","1933-07-04",,"36","31",
"USW00027502","BARROW AIRPORT, AK US","1933-07-05",,"36","29",
"USW00027502","BARROW AIRPORT, AK US","1933-07-06",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-07",,"37","33",
"USW00027502","BARROW AIRPORT, AK US","1933-07-08",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-09",,"42","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-10",,"52","36",
"USW00027502","BARROW AIRPORT, AK US","1933-07-11",,"43","30",
"USW00027502","BARROW AIRPORT, AK US","1933-07-12",,"46","34",
"USW00027502","BARROW AIRPORT, AK US","1933-07-13",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-14",,"38","30",
"USW00027502","BARROW AIRPORT, AK US","1933-07-15",,"38","35",
"USW00027502","BARROW AIRPORT, AK US","1933-07-16",,"35","28",
"USW00027502","BARROW AIRPORT, AK US","1933-07-17",,"34","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-18",,"34","26",
"USW00027502","BARROW AIRPORT, AK US","1933-07-19",,"42","30",
"USW00027502","BARROW AIRPORT, AK US","1933-07-20",,"56","32",
"USW00027502","BARROW AIRPORT, AK US","1933-07-21",,"50","38",
"USW00027502","BARROW AIRPORT, AK US","1933-07-22",,"46","34",
"USW00027502","BARROW AIRPORT, AK US","1933-07-23",,"36","29",
"USW00027502","BARROW AIRPORT, AK US","1933-07-24",,"44","34",
"USW00027502","BARROW AIRPORT, AK US","1933-07-25",,"64","35",
"USW00027502","BARROW AIRPORT, AK US","1933-07-26",,"64","46",
"USW00027502","BARROW AIRPORT, AK US","1933-07-27",,"58","40",
"USW00027502","BARROW AIRPORT, AK US","1933-07-28",,"56","39",
"USW00027502","BARROW AIRPORT, AK US","1933-07-29",,"53","38",
"USW00027502","BARROW AIRPORT, AK US","1933-07-30",,"65","34",
"USW00027502","BARROW AIRPORT, AK US","1933-07-31",,"63","36",
"USW00027502","BARROW AIRPORT, AK US","1933-08-01",,"42","34",
"USW00027502","BARROW AIRPORT, AK US","1933-08-02",,"48","38",
"USW00027502","BARROW AIRPORT, AK US","1933-08-03",,"51","34",
"USW00027502","BARROW AIRPORT, AK US","1933-08-04",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1933-08-05",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","1933-08-06",,"35","33",
"USW00027502","BARROW AIRPORT, AK US","1933-08-07",,"56","35",
"USW00027502","BARROW AIRPORT, AK US","1933-08-08",,"56","38",
"USW00027502","BARROW AIRPORT, AK US","1933-08-09",,"38","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-10",,"37","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-11",,"37","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-12",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1933-08-13",,"36","34",
"USW00027502","BARROW AIRPORT, AK US","1933-08-14",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1933-08-15",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","1933-08-16",,"39","30",
"USW00027502","BARROW AIRPORT, AK US","1933-08-17",,"40","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-18",,"34","30",
"USW00027502","BARROW AIRPORT, AK US","1933-08-19",,"47","24",
"USW00027502","BARROW AIRPORT, AK US","1933-08-20",,"48","34",
"USW00027502","BARROW AIRPORT, AK US","1933-08-21",,"36","29",
"USW00027502","BARROW AIRPORT, AK US","1933-08-22",,"48","22",
"USW00027502","BARROW AIRPORT, AK US","1933-08-23",,"54","36",
"USW00027502","BARROW AIRPORT, AK US","1933-08-24",,"58","36",
"USW00027502","BARROW AIRPORT, AK US","1933-08-25",,"47","36",
"USW00027502","BARROW AIRPORT, AK US","1933-08-26",,"46","32",
"USW00027502","BARROW AIRPORT, AK US","1933-08-27",,"34","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-28",,"44","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-29",,"46","30",
"USW00027502","BARROW AIRPORT, AK US","1933-08-30",,"46","31",
"USW00027502","BARROW AIRPORT, AK US","1933-08-31",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","1933-09-01",,"35","26",
"USW00027502","BARROW AIRPORT, AK US","1933-09-02",,"39","33",
"USW00027502","BARROW AIRPORT, AK US","1933-09-03",,"42","33",
"USW00027502","BARROW AIRPORT, AK US","1933-09-04",,"37","32",
"USW00027502","BARROW AIRPORT, AK US","1933-09-05",,"42","33",
"USW00027502","BARROW AIRPORT, AK US","1933-09-06",,"44","34",
"USW00027502","BARROW AIRPORT, AK US","1933-09-07",,"35","29",
"USW00027502","BARROW AIRPORT, AK US","1933-09-08",,"30","24",
"USW00027502","BARROW AIRPORT, AK US","1933-09-09",,"28","26",
"USW00027502","BARROW AIRPORT, AK US","1933-09-10",,"31","25",
"USW00027502","BARROW AIRPORT, AK US","1933-09-11",,"33","30",
"USW00027502","BARROW AIRPORT, AK US","1933-09-12",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","1933-09-13",,"31","24",
"USW00027502","BARROW AIRPORT, AK US","1933-09-14",,"35","27",
"USW00027502","BARROW AIRPORT, AK US","1933-09-15",,"36","26",
"USW00027502","BARROW AIRPORT, AK US","1933-09-16",,"29","22",
"USW00027502","BARROW AIRPORT, AK US","1933-09-17",,"29","22",
"USW00027502","BARROW AIRPORT, AK US","1933-09-18",,"24","22",
"USW00027502","BARROW AIRPORT, AK US","1933-09-19",,"24","22",
"USW00027502","BARROW AIRPORT, AK US","1933-09-20",,"24","18",
"USW00027502","BARROW AIRPORT, AK US","1933-09-21",,"30","24",
"USW00027502","BARROW AIRPORT, AK US","1933-09-22",,"30","22",
"USW00027502","BARROW AIRPORT, AK US","1933-09-23",,"24","14",
"USW00027502","BARROW AIRPORT, AK US","1933-09-24",,"22","14",
"USW00027502","BARROW AIRPORT, AK US","1933-09-25",,"24","15",
"USW00027502","BARROW AIRPORT, AK US","1933-09-26",,"24","9",
"USW00027502","BARROW AIRPORT, AK US","1933-09-27",,"24","15",
"USW00027502","BARROW AIRPORT, AK US","1933-09-28",,"24","19",
"USW00027502","BARROW AIRPORT, AK US","1933-09-29",,"22","18",
"USW00027502","BARROW AIRPORT, AK US","1933-09-30",,"24","19",
"USW00027502","BARROW AIRPORT, AK US","1933-10-01",,"20","14",
"USW00027502","BARROW AIRPORT, AK US","1933-10-02",,"25","18",
"USW00027502","BARROW AIRPORT, AK US","1933-10-03",,"24","20",
"USW00027502","BARROW AIRPORT, AK US","1933-10-04",,"22","12",
"USW00027502","BARROW AIRPORT, AK US","1933-10-05",,"21","15",
"USW00027502","BARROW AIRPORT, AK US","1933-10-06",,"15","9",
"USW00027502","BARROW AIRPORT, AK US","1933-10-07",,"30","10",
"USW00027502","BARROW AIRPORT, AK US","1933-10-08",,"29","14",
"USW00027502","BARROW AIRPORT, AK US","1933-10-09",,"29","16",
"USW00027502","BARROW AIRPORT, AK US","1933-10-10",,"25","15",
"USW00027502","BARROW AIRPORT, AK US","1933-10-11",,"23","6",
"USW00027502","BARROW AIRPORT, AK US","1933-10-12",,"23","14",
"USW00027502","BARROW AIRPORT, AK US","1933-10-13",,"14","2",
"USW00027502","BARROW AIRPORT, AK US","1933-10-14",,"17","2",
"USW00027502","BARROW AIRPORT, AK US","1933-10-15",,"20","8",
"USW00027502","BARROW AIRPORT, AK US","1933-10-16",,"22","2",
"USW00027502","BARROW AIRPORT, AK US","1933-10-17",,"10","0",
"USW00027502","BARROW AIRPORT, AK US","1933-10-18",,"17","3",
"USW00027502","BARROW AIRPORT, AK US","1933-10-19",,"17","-3",
"USW00027502","BARROW AIRPORT, AK US","1933-10-20",,"-3","-17",
"USW00027502","BARROW AIRPORT, AK US","1933-10-21",,"0","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-10-22",,"3","-3",
"USW00027502","BARROW AIRPORT, AK US","1933-10-23",,"10","0",
"USW00027502","BARROW AIRPORT, AK US","1933-10-24",,"11","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-10-25",,"10","-2",
"USW00027502","BARROW AIRPORT, AK US","1933-10-26",,"14","8",
"USW00027502","BARROW AIRPORT, AK US","1933-10-27",,"13","8",
"USW00027502","BARROW AIRPORT, AK US","1933-10-28",,"12","8",
"USW00027502","BARROW AIRPORT, AK US","1933-10-29",,"14","2",
"USW00027502","BARROW AIRPORT, AK US","1933-10-30",,"14","4",
"USW00027502","BARROW AIRPORT, AK US","1933-10-31",,"16","10",
"USW00027502","BARROW AIRPORT, AK US","1933-11-01",,"10","-6",
"USW00027502","BARROW AIRPORT, AK US","1933-11-02",,"10","0",
"USW00027502","BARROW AIRPORT, AK US","1933-11-03",,"11","-8",
"USW00027502","BARROW AIRPORT, AK US","1933-11-04",,"6","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-11-05",,"7","-12",
"USW00027502","BARROW AIRPORT, AK US","1933-11-06",,"-3","-11",
"USW00027502","BARROW AIRPORT, AK US","1933-11-07",,"-11","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-11-08",,"-12","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-11-09",,"-11","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-11-10",,"-12","-15",
"USW00027502","BARROW AIRPORT, AK US","1933-11-11",,"-7","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-11-12",,"-3","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-11-13",,"4","-9",
"USW00027502","BARROW AIRPORT, AK US","1933-11-14",,"7","-4",
"USW00027502","BARROW AIRPORT, AK US","1933-11-15",,"5","-8",
"USW00027502","BARROW AIRPORT, AK US","1933-11-16",,"4","-9",
"USW00027502","BARROW AIRPORT, AK US","1933-11-17",,"-2","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-11-18",,"-4","-8",
"USW00027502","BARROW AIRPORT, AK US","1933-11-19",,"-4","-7",
"USW00027502","BARROW AIRPORT, AK US","1933-11-20",,"-6","-12",
"USW00027502","BARROW AIRPORT, AK US","1933-11-21",,"-12","-16",
"USW00027502","BARROW AIRPORT, AK US","1933-11-22",,"-11","-16",
"USW00027502","BARROW AIRPORT, AK US","1933-11-23",,"-8","-20",
"USW00027502","BARROW AIRPORT, AK US","1933-11-24",,"-10","-18",
"USW00027502","BARROW AIRPORT, AK US","1933-11-25",,"-14","-22",
"USW00027502","BARROW AIRPORT, AK US","1933-11-26",,"-6","-24",
"USW00027502","BARROW AIRPORT, AK US","1933-11-27",,"-8","-12",
"USW00027502","BARROW AIRPORT, AK US","1933-11-28",,"-6","-14",
"USW00027502","BARROW AIRPORT, AK US","1933-11-29",,"-10","-15",
"USW00027502","BARROW AIRPORT, AK US","1933-11-30",,"-8","-16",
"USW00027502","BARROW AIRPORT, AK US","1933-12-01",,"-10","-19",
"USW00027502","BARROW AIRPORT, AK US","1933-12-02",,"0","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-12-03",,"-2","-8",
"USW00027502","BARROW AIRPORT, AK US","1933-12-04",,"7","-10",
"USW00027502","BARROW AIRPORT, AK US","1933-12-05",,"-10","-21",
"USW00027502","BARROW AIRPORT, AK US","1933-12-06",,"-21","-28",
"USW00027502","BARROW AIRPORT, AK US","1933-12-07",,"-28","-30",
"USW00027502","BARROW AIRPORT, AK US","1933-12-08",,"10","-29",
"USW00027502","BARROW AIRPORT, AK US","1933-12-09",,"13","-7",
"USW00027502","BARROW AIRPORT, AK US","1933-12-10",,"20","-9",
"USW00027502","BARROW AIRPORT, AK US","1933-12-11",,"26","18",
"USW00027502","BARROW AIRPORT, AK US","1933-12-12",,"30","-8",
"USW00027502","BARROW AIRPORT, AK US","1933-12-13",,"-7","-17",
"USW00027502","BARROW AIRPORT, AK US","1933-12-14",,"5","-18",
"USW00027502","BARROW AIRPORT, AK US","1933-12-15",,"-12","-24",
"USW00027502","BARROW AIRPORT, AK US","1933-12-16",,"-21","-24",
"USW00027502","BARROW AIRPORT, AK US","1933-12-17",,"-22","-28",
"USW00027502","BARROW AIRPORT, AK US","1933-12-18",,"-27","-36",
"USW00027502","BARROW AIRPORT, AK US","1933-12-19",,"5","-27",
"USW00027502","BARROW AIRPORT, AK US","1933-12-20",,"-12","-26",
"USW00027502","BARROW AIRPORT, AK US","1933-12-21",,"-15","-32",
"USW00027502","BARROW AIRPORT, AK US","1933-12-22",,"0","-22",
"USW00027502","BARROW AIRPORT, AK US","1933-12-23",,"-3","-24",
"USW00027502","BARROW AIRPORT, AK US","1933-12-24",,"-12","-26",
"USW00027502","BARROW AIRPORT, AK US","1933-12-25",,"-5","-18",
"USW00027502","BARROW AIRPORT, AK US","1933-12-26",,"-14","-32",
"USW00027502","BARROW AIRPORT, AK US","1933-12-27",,"-30","-34",
"USW00027502","BARROW AIRPORT, AK US","1933-12-28",,"-26","-30",
"USW00027502","BARROW AIRPORT, AK US","1933-12-29",,"-20","-27",
"USW00027502","BARROW AIRPORT, AK US","1933-12-30",,"-24","-34",
"USW00027502","BARROW AIRPORT, AK US","1933-12-31",,"-20","-32",
"USW00027502","BARROW AIRPORT, AK US","1934-01-01",,"-28","-39",
"USW00027502","BARROW AIRPORT, AK US","1934-01-02",,"-15","-35",
"USW00027502","BARROW AIRPORT, AK US","1934-01-03",,"-7","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-01-04",,"-8","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-01-05",,"-14","-20",
"USW00027502","BARROW AIRPORT, AK US","1934-01-06",,"-19","-33",
"USW00027502","BARROW AIRPORT, AK US","1934-01-07",,"-17","-31",
"USW00027502","BARROW AIRPORT, AK US","1934-01-08",,"-26","-34",
"USW00027502","BARROW AIRPORT, AK US","1934-01-09",,"-15","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-01-10",,"-17","-33",
"USW00027502","BARROW AIRPORT, AK US","1934-01-11",,"-20","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-01-12",,"-25","-36",
"USW00027502","BARROW AIRPORT, AK US","1934-01-13",,"-36","-42",
"USW00027502","BARROW AIRPORT, AK US","1934-01-14",,"-32","-38",
"USW00027502","BARROW AIRPORT, AK US","1934-01-15",,"-24","-33",
"USW00027502","BARROW AIRPORT, AK US","1934-01-16",,"-26","-41",
"USW00027502","BARROW AIRPORT, AK US","1934-01-17",,"-37","-42",
"USW00027502","BARROW AIRPORT, AK US","1934-01-18",,"-36","-44",
"USW00027502","BARROW AIRPORT, AK US","1934-01-19",,"-18","-36",
"USW00027502","BARROW AIRPORT, AK US","1934-01-20",,"-19","-30",
"USW00027502","BARROW AIRPORT, AK US","1934-01-21",,"-11","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-01-22",,"-16","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-01-23",,"-3","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-01-24",,"-10","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-01-25",,"-23","-30",
"USW00027502","BARROW AIRPORT, AK US","1934-01-26",,"-30","-40",
"USW00027502","BARROW AIRPORT, AK US","1934-01-27",,"-32","-44",
"USW00027502","BARROW AIRPORT, AK US","1934-01-28",,"-27","-32",
"USW00027502","BARROW AIRPORT, AK US","1934-01-29",,"-25","-31",
"USW00027502","BARROW AIRPORT, AK US","1934-01-30",,"-25","-32",
"USW00027502","BARROW AIRPORT, AK US","1934-01-31",,"-21","-29",
"USW00027502","BARROW AIRPORT, AK US","1934-02-01",,"-28","-31",
"USW00027502","BARROW AIRPORT, AK US","1934-02-02",,"-20","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-02-03",,"-20","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-02-04",,"-10","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-02-05",,"-9","-16",
"USW00027502","BARROW AIRPORT, AK US","1934-02-06",,"-7","-11",
"USW00027502","BARROW AIRPORT, AK US","1934-02-07",,"-5","-8",
"USW00027502","BARROW AIRPORT, AK US","1934-02-08",,"-5","-24",
"USW00027502","BARROW AIRPORT, AK US","1934-02-09",,"-21","-24",
"USW00027502","BARROW AIRPORT, AK US","1934-02-10",,"-20","-33",
"USW00027502","BARROW AIRPORT, AK US","1934-02-11",,"-22","-30",
"USW00027502","BARROW AIRPORT, AK US","1934-02-12",,"-15","-30",
"USW00027502","BARROW AIRPORT, AK US","1934-02-13",,"-6","-15",
"USW00027502","BARROW AIRPORT, AK US","1934-02-14",,"-6","-11",
"USW00027502","BARROW AIRPORT, AK US","1934-02-15",,"-8","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-02-16",,"-5","-18",
"USW00027502","BARROW AIRPORT, AK US","1934-02-17",,"24","-5",
"USW00027502","BARROW AIRPORT, AK US","1934-02-18",,"24","-3",
"USW00027502","BARROW AIRPORT, AK US","1934-02-19",,"-3","-14",
"USW00027502","BARROW AIRPORT, AK US","1934-02-20",,"6","-3",
"USW00027502","BARROW AIRPORT, AK US","1934-02-21",,"6","-3",
"USW00027502","BARROW AIRPORT, AK US","1934-02-22",,"-1","-5",
"USW00027502","BARROW AIRPORT, AK US","1934-02-23",,"15","-11",
"USW00027502","BARROW AIRPORT, AK US","1934-02-24",,"16","4",
"USW00027502","BARROW AIRPORT, AK US","1934-02-25",,"5","-5",
"USW00027502","BARROW AIRPORT, AK US","1934-02-26",,"-5","-10",
"USW00027502","BARROW AIRPORT, AK US","1934-02-27",,"-10","-15",
"USW00027502","BARROW AIRPORT, AK US","1934-02-28",,"-15","-18",
"USW00027502","BARROW AIRPORT, AK US","1934-03-01",,"-17","-19",
"USW00027502","BARROW AIRPORT, AK US","1934-03-02",,"-16","-17",
"USW00027502","BARROW AIRPORT, AK US","1934-03-03",,"-16","-19",
"USW00027502","BARROW AIRPORT, AK US","1934-03-04",,"-19","-23",
"USW00027502","BARROW AIRPORT, AK US","1934-03-05",,"-23","-25",
"USW00027502","BARROW AIRPORT, AK US","1934-03-06",,"-21","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-03-07",,"-13","-23",
"USW00027502","BARROW AIRPORT, AK US","1934-03-08",,"-23","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-03-09",,"-20","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-03-10",,"-20","-25",
"USW00027502","BARROW AIRPORT, AK US","1934-03-11",,"-21","-32",
"USW00027502","BARROW AIRPORT, AK US","1934-03-12",,"-23","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-03-13",,"-23","-26",
"USW00027502","BARROW AIRPORT, AK US","1934-03-14",,"-22","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-03-15",,"-22","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-03-16",,"-17","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-03-17",,"-11","-17",
"USW00027502","BARROW AIRPORT, AK US","1934-03-18",,"-11","-16",
"USW00027502","BARROW AIRPORT, AK US","1934-03-19",,"-16","-20",
"USW00027502","BARROW AIRPORT, AK US","1934-03-20",,"-20","-24",
"USW00027502","BARROW AIRPORT, AK US","1934-03-21",,"-20","-24",
"USW00027502","BARROW AIRPORT, AK US","1934-03-22",,"-21","-24",
"USW00027502","BARROW AIRPORT, AK US","1934-03-23",,"-20","-31",
"USW00027502","BARROW AIRPORT, AK US","1934-03-24",,"-16","-28",
"USW00027502","BARROW AIRPORT, AK US","1934-03-25",,"-13","-23",
"USW00027502","BARROW AIRPORT, AK US","1934-03-26",,"-10","-22",
"USW00027502","BARROW AIRPORT, AK US","1934-03-27",,"15","-12",
"USW00027502","BARROW AIRPORT, AK US","1934-03-28",,"22","15",
"USW00027502","BARROW AIRPORT, AK US","1934-03-29",,"17","-8",
"USW00027502","BARROW AIRPORT, AK US","1934-03-30",,"31","-9",
"USW00027502","BARROW AIRPORT, AK US","1934-03-31",,"-1","-7",
"USW00027502","BARROW AIRPORT, AK US","1934-04-01",,"12","-8",
"USW00027502","BARROW AIRPORT, AK US","1934-04-02",,"12","-4",
"USW00027502","BARROW AIRPORT, AK US","1934-04-03",,"-5","-10",
"USW00027502","BARROW AIRPORT, AK US","1934-04-04",,"-1","-5",
"USW00027502","BARROW AIRPORT, AK US","1934-04-05",,"-5","-20",
"USW00027502","BARROW AIRPORT, AK US","1934-04-06",,"-9","-21",
"USW00027502","BARROW AIRPORT, AK US","1934-04-07",,"-9","-18",
"USW00027502","BARROW AIRPORT, AK US","1934-04-08",,"-8","-19",
"USW00027502","BARROW AIRPORT, AK US","1934-04-09",,"-10","-23",
"USW00027502","BARROW AIRPORT, AK US","1934-04-10",,"-8","-14",
"USW00027502","BARROW AIRPORT, AK US","1934-04-11",,"-5","-25",
"USW00027502","BARROW AIRPORT, AK US","1934-04-12",,"-11","-27",
"USW00027502","BARROW AIRPORT, AK US","1934-04-13",,"-9","-20",
"USW00027502","BARROW AIRPORT, AK US","1934-04-14",,"5","-29",
"USW00027502","BARROW AIRPORT, AK US","1934-04-15",,"5","4",
"USW00027502","BARROW AIRPORT, AK US","1934-04-16",,"6","-2",
"USW00027502","BARROW AIRPORT, AK US","1934-04-17",,"-2","-6",
"USW00027502","BARROW AIRPORT, AK US","1934-04-18",,"-6","-8",
